Symptom,Frequency,Disease,Relative_Frequency
cough,46,Tuberculosis,0.0499457111834962
high_fever,51,Tuberculosis,0.05537459283387622
breathlessness,46,Tuberculosis,0.0499457111834962
sweating,48,Tuberculosis,0.05211726384364821
headache,3,Tuberculosis,0.003257328990228013
yellowish_skin,6,Tuberculosis,0.006514657980456026
dark_urine,3,Tuberculosis,0.003257328990228013
nausea,7,Tuberculosis,0.00760043431053203
loss_of_appetite,55,Tuberculosis,0.05971769815418024
back_pain,1,Tuberculosis,0.0010857763300760044
constipation,1,Tuberculosis,0.0010857763300760044
abdominal_pain,5,Tuberculosis,0.0054288816503800215
diarrhoea,3,Tuberculosis,0.003257328990228013
mild_fever,51,Tuberculosis,0.05537459283387622
yellowing_of_eyes,55,Tuberculosis,0.05971769815418024
swelled_lymph_nodes,50,Tuberculosis,0.05428881650380022
malaise,50,Tuberculosis,0.05428881650380022
blurred_and_distorted_vision,1,Tuberculosis,0.0010857763300760044
phlegm,50,Tuberculosis,0.05428881650380022
chest_pain,51,Tuberculosis,0.05537459283387622
neck_pain,1,Tuberculosis,0.0010857763300760044
dizziness,2,Tuberculosis,0.002171552660152009
cramps,2,Tuberculosis,0.002171552660152009
bruising,2,Tuberculosis,0.002171552660152009
obesity,3,Tuberculosis,0.003257328990228013
swollen_legs,2,Tuberculosis,0.002171552660152009
swollen_blood_vessels,2,Tuberculosis,0.002171552660152009
puffy_face_and_eyes,1,Tuberculosis,0.0010857763300760044
enlarged_thyroid,2,Tuberculosis,0.002171552660152009
brittle_nails,2,Tuberculosis,0.002171552660152009
swollen_extremeties,2,Tuberculosis,0.002171552660152009
spinning_movements,2,Tuberculosis,0.002171552660152009
loss_of_balance,3,Tuberculosis,0.003257328990228013
unsteadiness,2,Tuberculosis,0.002171552660152009
weakness_of_one_body_side,1,Tuberculosis,0.0010857763300760044
bladder_discomfort,2,Tuberculosis,0.002171552660152009
foul_smell_of urine,1,Tuberculosis,0.0010857763300760044
continuous_feel_of_urine,2,Tuberculosis,0.002171552660152009
depression,2,Tuberculosis,0.002171552660152009
irritability,2,Tuberculosis,0.002171552660152009
muscle_pain,3,Tuberculosis,0.003257328990228013
red_spots_over_body,1,Tuberculosis,0.0010857763300760044
abnormal_menstruation,2,Tuberculosis,0.002171552660152009
dischromic _patches,1,Tuberculosis,0.0010857763300760044
increased_appetite,1,Tuberculosis,0.0010857763300760044
polyuria,1,Tuberculosis,0.0010857763300760044
family_history,1,Tuberculosis,0.0010857763300760044
mucoid_sputum,1,Tuberculosis,0.0010857763300760044
blood_in_sputum,50,Tuberculosis,0.05428881650380022
prominent_veins_on_calf,2,Tuberculosis,0.002171552660152009
skin_rash,3,Dimorphic hemmorhoids(piles),0.0070921985815602835
chills,3,Dimorphic hemmorhoids(piles),0.0070921985815602835
joint_pain,4,Dimorphic hemmorhoids(piles),0.009456264775413711
vomiting,8,Dimorphic hemmorhoids(piles),0.018912529550827423
burning_micturition,3,Dimorphic hemmorhoids(piles),0.0070921985815602835
fatigue,6,Dimorphic hemmorhoids(piles),0.014184397163120567
weight_gain,3,Dimorphic hemmorhoids(piles),0.0070921985815602835
anxiety,2,Dimorphic hemmorhoids(piles),0.004728132387706856
cold_hands_and_feets,1,Dimorphic hemmorhoids(piles),0.002364066193853428
mood_swings,1,Dimorphic hemmorhoids(piles),0.002364066193853428
restlessness,1,Dimorphic hemmorhoids(piles),0.002364066193853428
lethargy,1,Dimorphic hemmorhoids(piles),0.002364066193853428
cough,1,Dimorphic hemmorhoids(piles),0.002364066193853428
high_fever,6,Dimorphic hemmorhoids(piles),0.014184397163120567
sunken_eyes,1,Dimorphic hemmorhoids(piles),0.002364066193853428
breathlessness,1,Dimorphic hemmorhoids(piles),0.002364066193853428
sweating,3,Dimorphic hemmorhoids(piles),0.0070921985815602835
dehydration,1,Dimorphic hemmorhoids(piles),0.002364066193853428
headache,8,Dimorphic hemmorhoids(piles),0.018912529550827423
yellowish_skin,4,Dimorphic hemmorhoids(piles),0.009456264775413711
dark_urine,2,Dimorphic hemmorhoids(piles),0.004728132387706856
nausea,8,Dimorphic hemmorhoids(piles),0.018912529550827423
loss_of_appetite,4,Dimorphic hemmorhoids(piles),0.009456264775413711
pain_behind_the_eyes,1,Dimorphic hemmorhoids(piles),0.002364066193853428
back_pain,1,Dimorphic hemmorhoids(piles),0.002364066193853428
constipation,54,Dimorphic hemmorhoids(piles),0.1276595744680851
abdominal_pain,4,Dimorphic hemmorhoids(piles),0.009456264775413711
diarrhoea,5,Dimorphic hemmorhoids(piles),0.01182033096926714
mild_fever,2,Dimorphic hemmorhoids(piles),0.004728132387706856
yellowing_of_eyes,3,Dimorphic hemmorhoids(piles),0.0070921985815602835
swelling_of_stomach,1,Dimorphic hemmorhoids(piles),0.002364066193853428
malaise,1,Dimorphic hemmorhoids(piles),0.002364066193853428
blurred_and_distorted_vision,1,Dimorphic hemmorhoids(piles),0.002364066193853428
chest_pain,2,Dimorphic hemmorhoids(piles),0.004728132387706856
pain_during_bowel_movements,54,Dimorphic hemmorhoids(piles),0.1276595744680851
pain_in_anal_region,52,Dimorphic hemmorhoids(piles),0.12293144208037825
bloody_stool,54,Dimorphic hemmorhoids(piles),0.1276595744680851
irritation_in_anus,56,Dimorphic hemmorhoids(piles),0.13238770685579196
neck_pain,1,Dimorphic hemmorhoids(piles),0.002364066193853428
dizziness,2,Dimorphic hemmorhoids(piles),0.004728132387706856
swollen_blood_vessels,1,Dimorphic hemmorhoids(piles),0.002364066193853428
puffy_face_and_eyes,1,Dimorphic hemmorhoids(piles),0.002364066193853428
enlarged_thyroid,1,Dimorphic hemmorhoids(piles),0.002364066193853428
brittle_nails,1,Dimorphic hemmorhoids(piles),0.002364066193853428
swollen_extremeties,1,Dimorphic hemmorhoids(piles),0.002364066193853428
excessive_hunger,1,Dimorphic hemmorhoids(piles),0.002364066193853428
drying_and_tingling_lips,1,Dimorphic hemmorhoids(piles),0.002364066193853428
slurred_speech,1,Dimorphic hemmorhoids(piles),0.002364066193853428
knee_pain,1,Dimorphic hemmorhoids(piles),0.002364066193853428
hip_joint_pain,2,Dimorphic hemmorhoids(piles),0.004728132387706856
swelling_joints,1,Dimorphic hemmorhoids(piles),0.002364066193853428
spinning_movements,1,Dimorphic hemmorhoids(piles),0.002364066193853428
loss_of_balance,1,Dimorphic hemmorhoids(piles),0.002364066193853428
unsteadiness,2,Dimorphic hemmorhoids(piles),0.004728132387706856
weakness_of_one_body_side,1,Dimorphic hemmorhoids(piles),0.002364066193853428
bladder_discomfort,3,Dimorphic hemmorhoids(piles),0.0070921985815602835
foul_smell_of urine,2,Dimorphic hemmorhoids(piles),0.004728132387706856
continuous_feel_of_urine,3,Dimorphic hemmorhoids(piles),0.0070921985815602835
toxic_look_(typhos),1,Dimorphic hemmorhoids(piles),0.002364066193853428
depression,1,Dimorphic hemmorhoids(piles),0.002364066193853428
irritability,2,Dimorphic hemmorhoids(piles),0.004728132387706856
muscle_pain,4,Dimorphic hemmorhoids(piles),0.009456264775413711
altered_sensorium,1,Dimorphic hemmorhoids(piles),0.002364066193853428
red_spots_over_body,1,Dimorphic hemmorhoids(piles),0.002364066193853428
belly_pain,1,Dimorphic hemmorhoids(piles),0.002364066193853428
abnormal_menstruation,1,Dimorphic hemmorhoids(piles),0.002364066193853428
dischromic _patches,1,Dimorphic hemmorhoids(piles),0.002364066193853428
family_history,2,Dimorphic hemmorhoids(piles),0.004728132387706856
mucoid_sputum,1,Dimorphic hemmorhoids(piles),0.002364066193853428
distention_of_abdomen,1,Dimorphic hemmorhoids(piles),0.002364066193853428
history_of_alcohol_consumption,2,Dimorphic hemmorhoids(piles),0.004728132387706856
fluid_overload,1,Dimorphic hemmorhoids(piles),0.002364066193853428
palpitations,1,Dimorphic hemmorhoids(piles),0.002364066193853428
painful_walking,1,Dimorphic hemmorhoids(piles),0.002364066193853428
blister,2,Dimorphic hemmorhoids(piles),0.004728132387706856
red_sore_around_nose,2,Dimorphic hemmorhoids(piles),0.004728132387706856
yellow_crust_ooze,3,Dimorphic hemmorhoids(piles),0.0070921985815602835
itching,4,Urinary tract infection,0.013559322033898305
skin_rash,3,Urinary tract infection,0.010169491525423728
nodal_skin_eruptions,1,Urinary tract infection,0.003389830508474576
continuous_sneezing,1,Urinary tract infection,0.003389830508474576
shivering,1,Urinary tract infection,0.003389830508474576
chills,1,Urinary tract infection,0.003389830508474576
joint_pain,2,Urinary tract infection,0.006779661016949152
stomach_pain,1,Urinary tract infection,0.003389830508474576
ulcers_on_tongue,1,Urinary tract infection,0.003389830508474576
vomiting,11,Urinary tract infection,0.03728813559322034
burning_micturition,32,Urinary tract infection,0.10847457627118644
fatigue,6,Urinary tract infection,0.020338983050847456
anxiety,1,Urinary tract infection,0.003389830508474576
weight_loss,2,Urinary tract infection,0.006779661016949152
restlessness,1,Urinary tract infection,0.003389830508474576
lethargy,2,Urinary tract infection,0.006779661016949152
irregular_sugar_level,1,Urinary tract infection,0.003389830508474576
cough,1,Urinary tract infection,0.003389830508474576
high_fever,3,Urinary tract infection,0.010169491525423728
sunken_eyes,2,Urinary tract infection,0.006779661016949152
sweating,2,Urinary tract infection,0.006779661016949152
dehydration,2,Urinary tract infection,0.006779661016949152
indigestion,1,Urinary tract infection,0.003389830508474576
headache,8,Urinary tract infection,0.02711864406779661
yellowish_skin,3,Urinary tract infection,0.010169491525423728
dark_urine,2,Urinary tract infection,0.006779661016949152
nausea,5,Urinary tract infection,0.01694915254237288
loss_of_appetite,4,Urinary tract infection,0.013559322033898305
back_pain,2,Urinary tract infection,0.006779661016949152
abdominal_pain,3,Urinary tract infection,0.010169491525423728
diarrhoea,3,Urinary tract infection,0.010169491525423728
mild_fever,1,Urinary tract infection,0.003389830508474576
yellowing_of_eyes,2,Urinary tract infection,0.006779661016949152
swelled_lymph_nodes,1,Urinary tract infection,0.003389830508474576
malaise,1,Urinary tract infection,0.003389830508474576
blurred_and_distorted_vision,2,Urinary tract infection,0.006779661016949152
chest_pain,3,Urinary tract infection,0.010169491525423728
weakness_in_limbs,3,Urinary tract infection,0.010169491525423728
neck_pain,3,Urinary tract infection,0.010169491525423728
dizziness,4,Urinary tract infection,0.013559322033898305
cramps,1,Urinary tract infection,0.003389830508474576
bruising,1,Urinary tract infection,0.003389830508474576
obesity,1,Urinary tract infection,0.003389830508474576
swollen_legs,1,Urinary tract infection,0.003389830508474576
swollen_blood_vessels,1,Urinary tract infection,0.003389830508474576
excessive_hunger,2,Urinary tract infection,0.006779661016949152
drying_and_tingling_lips,1,Urinary tract infection,0.003389830508474576
slurred_speech,1,Urinary tract infection,0.003389830508474576
knee_pain,1,Urinary tract infection,0.003389830508474576
hip_joint_pain,1,Urinary tract infection,0.003389830508474576
muscle_weakness,1,Urinary tract infection,0.003389830508474576
stiff_neck,1,Urinary tract infection,0.003389830508474576
swelling_joints,2,Urinary tract infection,0.006779661016949152
movement_stiffness,1,Urinary tract infection,0.003389830508474576
spinning_movements,1,Urinary tract infection,0.003389830508474576
loss_of_balance,5,Urinary tract infection,0.01694915254237288
unsteadiness,1,Urinary tract infection,0.003389830508474576
weakness_of_one_body_side,3,Urinary tract infection,0.010169491525423728
bladder_discomfort,39,Urinary tract infection,0.13220338983050847
foul_smell_of urine,37,Urinary tract infection,0.12542372881355932
continuous_feel_of_urine,37,Urinary tract infection,0.12542372881355932
passage_of_gases,1,Urinary tract infection,0.003389830508474576
internal_itching,1,Urinary tract infection,0.003389830508474576
irritability,1,Urinary tract infection,0.003389830508474576
muscle_pain,1,Urinary tract infection,0.003389830508474576
altered_sensorium,3,Urinary tract infection,0.010169491525423728
red_spots_over_body,1,Urinary tract infection,0.003389830508474576
dischromic _patches,1,Urinary tract infection,0.003389830508474576
watering_from_eyes,1,Urinary tract infection,0.003389830508474576
increased_appetite,1,Urinary tract infection,0.003389830508474576
polyuria,1,Urinary tract infection,0.003389830508474576
lack_of_concentration,2,Urinary tract infection,0.006779661016949152
prominent_veins_on_calf,1,Urinary tract infection,0.003389830508474576
palpitations,2,Urinary tract infection,0.006779661016949152
painful_walking,2,Urinary tract infection,0.006779661016949152
pus_filled_pimples,1,Urinary tract infection,0.003389830508474576
blackheads,1,Urinary tract infection,0.003389830508474576
scurring,2,Urinary tract infection,0.006779661016949152
inflammatory_nails,1,Urinary tract infection,0.003389830508474576
itching,1,Hypertension ,0.0025
skin_rash,1,Hypertension ,0.0025
chills,8,Hypertension ,0.02
joint_pain,1,Hypertension ,0.0025
stomach_pain,2,Hypertension ,0.005
acidity,1,Hypertension ,0.0025
ulcers_on_tongue,1,Hypertension ,0.0025
vomiting,13,Hypertension ,0.0325
fatigue,7,Hypertension ,0.0175
weight_loss,2,Hypertension ,0.005
patches_in_throat,1,Hypertension ,0.0025
cough,2,Hypertension ,0.005
high_fever,9,Hypertension ,0.0225
breathlessness,1,Hypertension ,0.0025
sweating,3,Hypertension ,0.0075
indigestion,2,Hypertension ,0.005
headache,61,Hypertension ,0.1525
yellowish_skin,2,Hypertension ,0.005
dark_urine,1,Hypertension ,0.0025
nausea,10,Hypertension ,0.025
loss_of_appetite,5,Hypertension ,0.0125
pain_behind_the_eyes,2,Hypertension ,0.005
back_pain,1,Hypertension ,0.0025
constipation,3,Hypertension ,0.0075
abdominal_pain,6,Hypertension ,0.015
diarrhoea,6,Hypertension ,0.015
mild_fever,1,Hypertension ,0.0025
yellowing_of_eyes,2,Hypertension ,0.005
fluid_overload,1,Hypertension ,0.0025
swelled_lymph_nodes,1,Hypertension ,0.0025
malaise,2,Hypertension ,0.005
phlegm,2,Hypertension ,0.005
runny_nose,1,Hypertension ,0.0025
chest_pain,50,Hypertension ,0.125
fast_heart_rate,1,Hypertension ,0.0025
neck_pain,1,Hypertension ,0.0025
dizziness,48,Hypertension ,0.12
cramps,1,Hypertension ,0.0025
puffy_face_and_eyes,1,Hypertension ,0.0025
slurred_speech,1,Hypertension ,0.0025
knee_pain,1,Hypertension ,0.0025
hip_joint_pain,1,Hypertension ,0.0025
muscle_weakness,1,Hypertension ,0.0025
swelling_joints,1,Hypertension ,0.0025
spinning_movements,1,Hypertension ,0.0025
loss_of_balance,52,Hypertension ,0.13
unsteadiness,2,Hypertension ,0.005
weakness_of_one_body_side,1,Hypertension ,0.0025
passage_of_gases,2,Hypertension ,0.005
internal_itching,2,Hypertension ,0.005
toxic_look_(typhos),3,Hypertension ,0.0075
muscle_pain,4,Hypertension ,0.01
red_spots_over_body,1,Hypertension ,0.0025
belly_pain,3,Hypertension ,0.0075
abnormal_menstruation,1,Hypertension ,0.0025
family_history,1,Hypertension ,0.0025
lack_of_concentration,50,Hypertension ,0.125
history_of_alcohol_consumption,1,Hypertension ,0.0025
fluid_overload,1,Hypertension ,0.0025
blood_in_sputum,3,Hypertension ,0.0075
painful_walking,1,Hypertension ,0.0025
small_dents_in_nails,1,Hypertension ,0.0025
yellow_crust_ooze,1,Hypertension ,0.0025
itching,2,Peptic ulcer diseae,0.004056795131845842
skin_rash,4,Peptic ulcer diseae,0.008113590263691683
chills,3,Peptic ulcer diseae,0.006085192697768763
joint_pain,5,Peptic ulcer diseae,0.010141987829614604
stomach_pain,1,Peptic ulcer diseae,0.002028397565922921
acidity,1,Peptic ulcer diseae,0.002028397565922921
ulcers_on_tongue,1,Peptic ulcer diseae,0.002028397565922921
muscle_wasting,1,Peptic ulcer diseae,0.002028397565922921
vomiting,56,Peptic ulcer diseae,0.11359026369168357
fatigue,8,Peptic ulcer diseae,0.016227180527383367
anxiety,3,Peptic ulcer diseae,0.006085192697768763
mood_swings,2,Peptic ulcer diseae,0.004056795131845842
weight_loss,4,Peptic ulcer diseae,0.008113590263691683
restlessness,1,Peptic ulcer diseae,0.002028397565922921
lethargy,1,Peptic ulcer diseae,0.002028397565922921
patches_in_throat,1,Peptic ulcer diseae,0.002028397565922921
cough,5,Peptic ulcer diseae,0.010141987829614604
high_fever,5,Peptic ulcer diseae,0.010141987829614604
sunken_eyes,1,Peptic ulcer diseae,0.002028397565922921
breathlessness,2,Peptic ulcer diseae,0.004056795131845842
sweating,5,Peptic ulcer diseae,0.010141987829614604
dehydration,1,Peptic ulcer diseae,0.002028397565922921
indigestion,46,Peptic ulcer diseae,0.09330628803245436
headache,6,Peptic ulcer diseae,0.012170385395537525
yellowish_skin,4,Peptic ulcer diseae,0.008113590263691683
dark_urine,2,Peptic ulcer diseae,0.004056795131845842
nausea,3,Peptic ulcer diseae,0.006085192697768763
loss_of_appetite,51,Peptic ulcer diseae,0.10344827586206896
constipation,2,Peptic ulcer diseae,0.004056795131845842
abdominal_pain,54,Peptic ulcer diseae,0.10953346855983773
diarrhoea,2,Peptic ulcer diseae,0.004056795131845842
mild_fever,3,Peptic ulcer diseae,0.006085192697768763
yellow_urine,1,Peptic ulcer diseae,0.002028397565922921
yellowing_of_eyes,5,Peptic ulcer diseae,0.010141987829614604
fluid_overload,1,Peptic ulcer diseae,0.002028397565922921
swelling_of_stomach,1,Peptic ulcer diseae,0.002028397565922921
swelled_lymph_nodes,3,Peptic ulcer diseae,0.006085192697768763
malaise,4,Peptic ulcer diseae,0.008113590263691683
blurred_and_distorted_vision,2,Peptic ulcer diseae,0.004056795131845842
phlegm,3,Peptic ulcer diseae,0.006085192697768763
throat_irritation,1,Peptic ulcer diseae,0.002028397565922921
redness_of_eyes,1,Peptic ulcer diseae,0.002028397565922921
sinus_pressure,1,Peptic ulcer diseae,0.002028397565922921
runny_nose,1,Peptic ulcer diseae,0.002028397565922921
congestion,1,Peptic ulcer diseae,0.002028397565922921
chest_pain,6,Peptic ulcer diseae,0.012170385395537525
fast_heart_rate,1,Peptic ulcer diseae,0.002028397565922921
pain_during_bowel_movements,2,Peptic ulcer diseae,0.004056795131845842
pain_in_anal_region,2,Peptic ulcer diseae,0.004056795131845842
bloody_stool,2,Peptic ulcer diseae,0.004056795131845842
irritation_in_anus,1,Peptic ulcer diseae,0.002028397565922921
dizziness,3,Peptic ulcer diseae,0.006085192697768763
cramps,1,Peptic ulcer diseae,0.002028397565922921
bruising,1,Peptic ulcer diseae,0.002028397565922921
swollen_legs,1,Peptic ulcer diseae,0.002028397565922921
swollen_blood_vessels,1,Peptic ulcer diseae,0.002028397565922921
excessive_hunger,3,Peptic ulcer diseae,0.006085192697768763
extra_marital_contacts,1,Peptic ulcer diseae,0.002028397565922921
drying_and_tingling_lips,2,Peptic ulcer diseae,0.004056795131845842
slurred_speech,3,Peptic ulcer diseae,0.006085192697768763
knee_pain,1,Peptic ulcer diseae,0.002028397565922921
hip_joint_pain,1,Peptic ulcer diseae,0.002028397565922921
muscle_weakness,2,Peptic ulcer diseae,0.004056795131845842
stiff_neck,1,Peptic ulcer diseae,0.002028397565922921
swelling_joints,2,Peptic ulcer diseae,0.004056795131845842
movement_stiffness,1,Peptic ulcer diseae,0.002028397565922921
loss_of_balance,3,Peptic ulcer diseae,0.006085192697768763
weakness_of_one_body_side,1,Peptic ulcer diseae,0.002028397565922921
loss_of_smell,1,Peptic ulcer diseae,0.002028397565922921
continuous_feel_of_urine,1,Peptic ulcer diseae,0.002028397565922921
passage_of_gases,49,Peptic ulcer diseae,0.09939148073022312
internal_itching,50,Peptic ulcer diseae,0.10141987829614604
irritability,3,Peptic ulcer diseae,0.006085192697768763
muscle_pain,2,Peptic ulcer diseae,0.004056795131845842
altered_sensorium,1,Peptic ulcer diseae,0.002028397565922921
abnormal_menstruation,1,Peptic ulcer diseae,0.002028397565922921
rusty_sputum,1,Peptic ulcer diseae,0.002028397565922921
lack_of_concentration,3,Peptic ulcer diseae,0.006085192697768763
receiving_blood_transfusion,1,Peptic ulcer diseae,0.002028397565922921
receiving_unsterile_injections,1,Peptic ulcer diseae,0.002028397565922921
distention_of_abdomen,2,Peptic ulcer diseae,0.004056795131845842
history_of_alcohol_consumption,1,Peptic ulcer diseae,0.002028397565922921
fluid_overload,2,Peptic ulcer diseae,0.004056795131845842
blood_in_sputum,2,Peptic ulcer diseae,0.004056795131845842
prominent_veins_on_calf,1,Peptic ulcer diseae,0.002028397565922921
palpitations,2,Peptic ulcer diseae,0.004056795131845842
painful_walking,2,Peptic ulcer diseae,0.004056795131845842
pus_filled_pimples,1,Peptic ulcer diseae,0.002028397565922921
blackheads,1,Peptic ulcer diseae,0.002028397565922921
skin_peeling,3,Peptic ulcer diseae,0.006085192697768763
silver_like_dusting,3,Peptic ulcer diseae,0.006085192697768763
small_dents_in_nails,3,Peptic ulcer diseae,0.006085192697768763
inflammatory_nails,3,Peptic ulcer diseae,0.006085192697768763
itching,3,Gastroenteritis,0.007731958762886598
skin_rash,4,Gastroenteritis,0.010309278350515464
continuous_sneezing,1,Gastroenteritis,0.002577319587628866
chills,4,Gastroenteritis,0.010309278350515464
joint_pain,3,Gastroenteritis,0.007731958762886598
stomach_pain,1,Gastroenteritis,0.002577319587628866
acidity,1,Gastroenteritis,0.002577319587628866
vomiting,59,Gastroenteritis,0.15206185567010308
burning_micturition,1,Gastroenteritis,0.002577319587628866
spotting_ urination,1,Gastroenteritis,0.002577319587628866
fatigue,10,Gastroenteritis,0.02577319587628866
weight_gain,3,Gastroenteritis,0.007731958762886598
cold_hands_and_feets,3,Gastroenteritis,0.007731958762886598
mood_swings,4,Gastroenteritis,0.010309278350515464
weight_loss,4,Gastroenteritis,0.010309278350515464
lethargy,2,Gastroenteritis,0.005154639175257732
cough,5,Gastroenteritis,0.01288659793814433
high_fever,11,Gastroenteritis,0.028350515463917526
sunken_eyes,47,Gastroenteritis,0.1211340206185567
breathlessness,4,Gastroenteritis,0.010309278350515464
sweating,4,Gastroenteritis,0.010309278350515464
dehydration,46,Gastroenteritis,0.11855670103092783
indigestion,1,Gastroenteritis,0.002577319587628866
headache,5,Gastroenteritis,0.01288659793814433
yellowish_skin,4,Gastroenteritis,0.010309278350515464
dark_urine,4,Gastroenteritis,0.010309278350515464
nausea,4,Gastroenteritis,0.010309278350515464
loss_of_appetite,4,Gastroenteritis,0.010309278350515464
back_pain,1,Gastroenteritis,0.002577319587628866
abdominal_pain,4,Gastroenteritis,0.010309278350515464
diarrhoea,53,Gastroenteritis,0.13659793814432988
mild_fever,2,Gastroenteritis,0.005154639175257732
yellowing_of_eyes,4,Gastroenteritis,0.010309278350515464
acute_liver_failure,2,Gastroenteritis,0.005154639175257732
fluid_overload,1,Gastroenteritis,0.002577319587628866
swelled_lymph_nodes,2,Gastroenteritis,0.005154639175257732
malaise,3,Gastroenteritis,0.007731958762886598
blurred_and_distorted_vision,1,Gastroenteritis,0.002577319587628866
phlegm,3,Gastroenteritis,0.007731958762886598
chest_pain,3,Gastroenteritis,0.007731958762886598
fast_heart_rate,1,Gastroenteritis,0.002577319587628866
neck_pain,1,Gastroenteritis,0.002577319587628866
dizziness,4,Gastroenteritis,0.010309278350515464
puffy_face_and_eyes,3,Gastroenteritis,0.007731958762886598
enlarged_thyroid,3,Gastroenteritis,0.007731958762886598
brittle_nails,3,Gastroenteritis,0.007731958762886598
swollen_extremeties,3,Gastroenteritis,0.007731958762886598
hip_joint_pain,1,Gastroenteritis,0.002577319587628866
stiff_neck,1,Gastroenteritis,0.002577319587628866
spinning_movements,2,Gastroenteritis,0.005154639175257732
loss_of_balance,3,Gastroenteritis,0.007731958762886598
unsteadiness,2,Gastroenteritis,0.005154639175257732
weakness_of_one_body_side,1,Gastroenteritis,0.002577319587628866
continuous_feel_of_urine,1,Gastroenteritis,0.002577319587628866
passage_of_gases,1,Gastroenteritis,0.002577319587628866
depression,4,Gastroenteritis,0.010309278350515464
irritability,4,Gastroenteritis,0.010309278350515464
muscle_pain,1,Gastroenteritis,0.002577319587628866
altered_sensorium,1,Gastroenteritis,0.002577319587628866
abnormal_menstruation,3,Gastroenteritis,0.007731958762886598
family_history,1,Gastroenteritis,0.002577319587628866
mucoid_sputum,1,Gastroenteritis,0.002577319587628866
rusty_sputum,1,Gastroenteritis,0.002577319587628866
visual_disturbances,1,Gastroenteritis,0.002577319587628866
coma,2,Gastroenteritis,0.005154639175257732
stomach_bleeding,2,Gastroenteritis,0.005154639175257732
fluid_overload,1,Gastroenteritis,0.002577319587628866
blood_in_sputum,2,Gastroenteritis,0.005154639175257732
scurring,1,Gastroenteritis,0.002577319587628866
skin_peeling,2,Gastroenteritis,0.005154639175257732
silver_like_dusting,2,Gastroenteritis,0.005154639175257732
inflammatory_nails,1,Gastroenteritis,0.002577319587628866
blister,2,Gastroenteritis,0.005154639175257732
red_sore_around_nose,3,Gastroenteritis,0.007731958762886598
yellow_crust_ooze,1,Gastroenteritis,0.002577319587628866
itching,1,Impetigo,0.0028169014084507044
skin_rash,50,Impetigo,0.14084507042253522
nodal_skin_eruptions,1,Impetigo,0.0028169014084507044
shivering,1,Impetigo,0.0028169014084507044
chills,3,Impetigo,0.008450704225352112
joint_pain,1,Impetigo,0.0028169014084507044
stomach_pain,2,Impetigo,0.005633802816901409
acidity,1,Impetigo,0.0028169014084507044
ulcers_on_tongue,1,Impetigo,0.0028169014084507044
vomiting,8,Impetigo,0.022535211267605635
fatigue,3,Impetigo,0.008450704225352112
anxiety,1,Impetigo,0.0028169014084507044
cold_hands_and_feets,1,Impetigo,0.0028169014084507044
mood_swings,1,Impetigo,0.0028169014084507044
weight_loss,2,Impetigo,0.005633802816901409
restlessness,1,Impetigo,0.0028169014084507044
cough,2,Impetigo,0.005633802816901409
high_fever,42,Impetigo,0.11830985915492957
breathlessness,1,Impetigo,0.0028169014084507044
sweating,4,Impetigo,0.011267605633802818
indigestion,3,Impetigo,0.008450704225352112
headache,5,Impetigo,0.014084507042253521
nausea,3,Impetigo,0.008450704225352112
loss_of_appetite,3,Impetigo,0.008450704225352112
back_pain,1,Impetigo,0.0028169014084507044
constipation,1,Impetigo,0.0028169014084507044
abdominal_pain,3,Impetigo,0.008450704225352112
diarrhoea,2,Impetigo,0.005633802816901409
mild_fever,1,Impetigo,0.0028169014084507044
yellowing_of_eyes,2,Impetigo,0.005633802816901409
swelling_of_stomach,1,Impetigo,0.0028169014084507044
swelled_lymph_nodes,1,Impetigo,0.0028169014084507044
malaise,1,Impetigo,0.0028169014084507044
blurred_and_distorted_vision,2,Impetigo,0.005633802816901409
phlegm,1,Impetigo,0.0028169014084507044
redness_of_eyes,1,Impetigo,0.0028169014084507044
chest_pain,2,Impetigo,0.005633802816901409
fast_heart_rate,2,Impetigo,0.005633802816901409
pain_during_bowel_movements,1,Impetigo,0.0028169014084507044
bloody_stool,1,Impetigo,0.0028169014084507044
irritation_in_anus,1,Impetigo,0.0028169014084507044
neck_pain,2,Impetigo,0.005633802816901409
dizziness,1,Impetigo,0.0028169014084507044
excessive_hunger,3,Impetigo,0.008450704225352112
extra_marital_contacts,1,Impetigo,0.0028169014084507044
drying_and_tingling_lips,1,Impetigo,0.0028169014084507044
slurred_speech,1,Impetigo,0.0028169014084507044
knee_pain,1,Impetigo,0.0028169014084507044
muscle_weakness,1,Impetigo,0.0028169014084507044
stiff_neck,1,Impetigo,0.0028169014084507044
swelling_joints,1,Impetigo,0.0028169014084507044
spinning_movements,2,Impetigo,0.005633802816901409
loss_of_balance,3,Impetigo,0.008450704225352112
unsteadiness,2,Impetigo,0.005633802816901409
passage_of_gases,2,Impetigo,0.005633802816901409
internal_itching,2,Impetigo,0.005633802816901409
depression,1,Impetigo,0.0028169014084507044
irritability,2,Impetigo,0.005633802816901409
muscle_pain,1,Impetigo,0.0028169014084507044
abnormal_menstruation,1,Impetigo,0.0028169014084507044
dischromic _patches,1,Impetigo,0.0028169014084507044
watering_from_eyes,1,Impetigo,0.0028169014084507044
visual_disturbances,1,Impetigo,0.0028169014084507044
stomach_bleeding,1,Impetigo,0.0028169014084507044
blood_in_sputum,1,Impetigo,0.0028169014084507044
